thread_id,user_id,msg_id,time,msg
1747957,89160,54,2019-11-23 23:36:41,我就想同你講白票根本冇諗得咁大影響，不過係實質影響，定係幻想有好多白票既情況下。sorry，你話「投建制唔會屌」我就做唔出啦，邊個話乜野「暗黑攻略投建制」都應該收皮。
1748297,251265,60,2019-11-23 23:36:04,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748262,9747,95,2019-11-23 23:35:47,講得好不過陳雲同佢班傻鳩弟子原意基本上就係私怨佢地真係想香港好一早就唔會投白票我一直都好支持唔割[size=6][red]但陳雲同佢班弟子睇到唔該你地收撚皮，你班傻鳩賣港賊賤撚過藍絲好似你地所講 建制同藍絲都叫明刀明槍你班撚樣係呢個時侯仲分化想搞死香港屌你地老母[/red][/size=6]
1745602,201464,33,2019-11-23 23:35:31,"共和黨Solomon Yue: 香港人如「投白票」, 將鑄成大錯https://lihkg.com/thread/1748294/page/1"
1747580,103718,394,2019-11-23 23:35:15,冇理由投敵人/白票。 含淚投一個冇咁差既人
1748297,251265,59,2019-11-23 23:34:53,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1743989,251265,838,2019-11-23 23:34:39,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748345,47834,1,2019-11-23 23:34:09,外國人淨係識分建制 泛民 淨係睇結果 咪撚on9投白票
1748297,251265,58,2019-11-23 23:33:57,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1747957,89160,52,2019-11-23 23:33:45,咁你要預左要畀人 spin 風向，我可以幾肯定白票唔會多，但選舉亦唔會大勝，持平小勝都已足夠人去 spin 「支持示威者既人其實冇想象中咁多」，所以我先不停叫大唔好將「區選」同「公投」掛勾，亦要講清楚區選同「民意公投」冇必然關係。
1747957,247398,51,2019-11-23 23:33:39,"我都係講返投白票會有咩影響。就算你投建制我都唔會屌,只係想大家投之前諗清楚"
1743989,251265,837,2019-11-23 23:33:38,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,57,2019-11-23 23:32:39,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1747936,11328,161,2019-11-23 23:32:27,明明612已經講緊泛民今次好撚勇好做到嘢個個都要登記選民有本土投本土無就泛民點知依排咁多分化po多唔緊要你真係撐香港嘅用下個豬腦啦5毛講兩句就走撚左去投保皇如果邊個口講光時但投白票/保皇我真係屌臭佢老母
1743989,251265,836,2019-11-23 23:30:58,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,56,2019-11-23 23:30:48,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,55,2019-11-23 23:30:32,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748184,221265,85,2019-11-23 23:30:27,白兵post內分化撚白票撚個個話外媒唔重視區選佢哋同林鄭 警隊一鳩樣理直氣壯講大話做fake news
1743989,251265,835,2019-11-23 23:30:22,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,54,2019-11-23 23:30:12,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1743989,251265,834,2019-11-23 23:30:02,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,53,2019-11-23 23:29:38,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1743989,251265,833,2019-11-23 23:29:28,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748155,41803,397,2019-11-23 23:29:15,請問投白票可以點report bug
1746836,13759,101,2019-11-23 23:29:05,叫人投白票既風吹得好行，正呀#diu#lm2#diu#lm2#diu#lm2
1748297,251265,52,2019-11-23 23:28:52,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1743989,251265,832,2019-11-23 23:28:42,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1747948,320983,98,2019-11-23 23:28:30,其實好簡單，只要唔𠝹票，先可以贏！#yo#lm2首先，兩者皆支持五大訴求缺一不可。1. 黃，背後雖係民主派團隊，但冇經驗，能力備受質疑。2. 黃，有經驗有能力，依屆雖曾投票支持大白象工程，但已於fb回應並曾稱日後投票會詢問民意。既然兩者皆黃，何不集中票源揀個信得過既？#drum#pig#drum#pig#drum#pig相信大家都有獨立思考，投邊個心中有數。#yup##no#dog最後記得唔好投白票，俾愚人得利！#shocking#pig
1743989,251265,831,2019-11-23 23:27:07,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,51,2019-11-23 23:26:42,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748023,153897,157,2019-11-23 23:26:29,㩒錯負皮sor [sosad]希望係投白票=幫建制果啲誤判[banghead]
1748329,231970,3,2019-11-23 23:26:25,唔好投白票！#kill##kill#
1748329,231970,1,2019-11-23 23:25:54,大家記住 無論泛民之前做過啲咩都好 聽日只有一個目標就係投泛民 一票不投建制派 班仆街出賣過香港人咁多次 我哋要令佢哋知 做得陰質嘢多係要還嘅同埋記住記住唔好投白票投白票=助建制推#kill##kill##kill##kill##kill##kill##kill#
1748075,238693,58,2019-11-23 23:25:50,你咩區要白票咁陰公啊 ?
1748297,251265,50,2019-11-23 23:25:12,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748155,33907,386,2019-11-23 23:24:53,係咪呢 攪到連登契爺所羅門都開po叫人唔好投白票#haha#dog#touch#dog
1748297,251265,49,2019-11-23 23:24:18,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,48,2019-11-23 23:23:46,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,47,2019-11-23 23:22:57,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748184,283912,59,2019-11-23 23:22:39,"聽日獻世贏嘅話運動好難唔收皮777同支共百倍奉還外國想幫er都冇得er 黑警以後繼續橫行,串到我地一棟都冇以後面對藍絲都頭耷耷被打被殺被拉被姦手足全變condom....自問接受到就投白票啦"
1748075,175258,55,2019-11-23 23:22:27,[size=6]明天白票[/size=6]
1748297,251265,46,2019-11-23 23:22:25,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748155,12181,377,2019-11-23 23:21:52,真係唔係你講，我未瞓醒:~(問啫 咁惡嘅 我都冇話我會投白票:~(
1748155,5730,376,2019-11-23 23:21:46,希望大家記得我地係要建制輸唔投/白票都係等於送建制入閘因為啲老人院票唔會因為你唔投/白票而減少敵人的敵人是朋友話知其他係素人定泛民一定要投:)
1748075,238693,54,2019-11-23 23:21:45,總之唔好白票甚至投對家咁白痴#it3#dog
1748294,30006,32,2019-11-23 23:21:32,白票=送票比對家含撚投先有用
1748297,251265,45,2019-11-23 23:21:14,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748155,25468,373,2019-11-23 23:21:11,"投白票用出賣手足無分別唔控制建制資源 , 邊度有牙力同政府 deal 特赦區議會議席過半 , 有助爭取立法會議席 , 仲有可以左右特首選舉"
1747184,251265,627,2019-11-23 23:20:58,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,44,2019-11-23 23:20:47,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748155,306826,370,2019-11-23 23:20:10,:)Jm9 都唔係我講嘅 你瞓醒未 瞓啦 記住聽日投白票啦
1748297,251265,42,2019-11-23 23:19:59,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,41,2019-11-23 23:19:44,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1743989,251265,829,2019-11-23 23:19:32,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748317,54787,1,2019-11-23 23:19:25,幾個月前200萬人遊行個個話要做選民，你而家仲要諗乜撚野白票定含撚？要記住我地唔係要泛民贏，係要建制輸#:-[#lm2
1743989,251265,828,2019-11-23 23:19:13,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,40,2019-11-23 23:19:02,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748289,249162,15,2019-11-23 23:18:52,[red][size=6][b]目的只有一個要保皇輸！你手上一票只有哩個目的！我地只有一個方法達到目的，就係唔投保皇，唔投白票 /廢票！[/b][/size=6][/red]
1748297,251265,38,2019-11-23 23:18:49,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748289,51349,14,2019-11-23 23:18:49,"香港政府暫時都冇做到獨裁國家咁 改晒賽果當然佢冇咩打緊種票係影響到部分結果 但都唔係直接改,種票同掌心雷都好事實上立法會選舉 都係民主人士得票率比較高話佢改賽果 說服力始終唔夠贏左政府會自行演繹係公投 民意鬼叫佢係有公權力政府,你去避都好難對唔熟政治既人解釋同831決定個假普選一樣, 因為你就算幾唔鍾意到時邊個人會care你400萬白票根本係被逼參加公投唔係話輸左世界末日 但係係好緊要"
1743989,251265,827,2019-11-23 23:18:38,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,35,2019-11-23 23:18:24,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748293,166114,3,2019-11-23 23:18:22,究竟係投白票既先割蓆定屌人投白票既係割蓆呢有因先會有果既
1748314,20362,1,2019-11-23 23:18:18,白票撚我屌你老母
1743989,251265,826,2019-11-23 23:18:14,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,249162,34,2019-11-23 23:18:13,[red][size=6][b]目的只有一個要保皇輸！你手上一票只有哩個目的！我地只有一個方法達到目的，就係唔投保皇，唔投白票 /廢票！[/b][/size=6][/red]
1748297,251265,33,2019-11-23 23:18:02,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1743989,251265,825,2019-11-23 23:17:51,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,32,2019-11-23 23:17:39,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1743989,251265,824,2019-11-23 23:17:26,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,31,2019-11-23 23:17:12,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1747415,27451,42,2019-11-23 23:17:11,我都係，次次選舉我對會開post屌班隱性五毛白票撚，但次次我都比班狗圍，寡不敵眾:-(:-(
1747957,272030,50,2019-11-23 23:17:08,登記做咗選民 然後投白票話係因為唔信任呢個制度 外國人會想信嗎？ 不信任果制度直接不要申請做選民 申請果刻已經假定咗你接受咗個遊戲規則 明天輸咗 只會比人spin風向 差你一票已經差很多#kill##kill##kill#
1743989,251265,823,2019-11-23 23:17:02,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748294,249162,17,2019-11-23 23:16:53,[red][size=6][b]目的只有一個要保皇輸！你手上一票只有哩個目的！我地只有一個方法達到目的，就係唔投保皇，唔投白票 /廢票！[/b][/size=6][/red]
1748297,251265,29,2019-11-23 23:16:48,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1743989,251265,822,2019-11-23 23:16:29,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,14494,28,2019-11-23 23:16:26,唔會投白票 但都唔想撞區
1748297,251265,26,2019-11-23 23:16:14,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1747580,164496,392,2019-11-23 23:16:06,唔洗諗 一定唔會投比民賤聯 亦都唔會投白票
1743989,251265,821,2019-11-23 23:16:00,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1743989,251265,820,2019-11-23 23:15:46,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,25,2019-11-23 23:15:34,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1747936,63298,154,2019-11-23 23:15:30,懷仔屌撚柒你班廢票/白票撚唔好再戇鳩話要杯葛:o)呢個區選嘅代表性同以往係完全兩個層次[size=6][b][red]一撚定要投[/red][/b][/size=6]
1748297,251265,24,2019-11-23 23:15:24,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,23,2019-11-23 23:15:14,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1743989,251265,819,2019-11-23 23:15:03,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748095,249162,20,2019-11-23 23:14:56,[red][size=6][b]目的只有一個要保皇輸！你手上一票只有哩個目的！我地只有一個方法達到目的，就係唔投保皇，唔投白票 /廢票！[/b][/size=6][/red]
1748297,251265,22,2019-11-23 23:14:53,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,21,2019-11-23 23:14:42,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,19,2019-11-23 23:14:31,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748293,47834,2,2019-11-23 23:14:24,投白票 = 分化撚 要割蓆
1743989,251265,818,2019-11-23 23:14:21,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1743989,251265,817,2019-11-23 23:14:11,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748155,13594,358,2019-11-23 23:14:05,Of course 但我地市民都會屌白票撚放班建制入去
1743989,251265,816,2019-11-23 23:13:57,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,16,2019-11-23 23:13:47,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1743989,251265,815,2019-11-23 23:13:37,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748155,240383,356,2019-11-23 23:13:36,美國兩黨都會為大局一致通過人權法案啦當中幾多私怨加利益衝突都可以共識得到。情感勒索？係呀係罷明勒索添呀！而家係要救香港呀，流咗幾多兄弟姊妹嘅血同汗呀！如果用武力可以要脅人唔投白票唔投對家，我冇包袱即做添呀！
1748297,251265,13,2019-11-23 23:13:12,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,12,2019-11-23 23:13:02,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,11,2019-11-23 23:12:52,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,10,2019-11-23 23:12:42,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,9,2019-11-23 23:12:29,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,7,2019-11-23 23:12:19,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,6,2019-11-23 23:12:08,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,5,2019-11-23 23:11:58,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748155,330826,352,2019-11-23 23:11:46,投白票，等於自己投降，讓他人為你決定一切，哪有這麼傻？
1748297,251265,4,2019-11-23 23:11:45,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,3,2019-11-23 23:11:30,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748297,251265,2,2019-11-23 23:11:14,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig
1748294,47834,3,2019-11-23 23:10:57,投白票=分化
1748297,251265,1,2019-11-23 23:10:57,[img]https://na.cx/i/K53QXxF.jpg[/img] 「「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」
1748155,13594,347,2019-11-23 23:10:45,投白票就清除到？ 笑
1748295,338636,1,2019-11-23 23:10:36,又係我#lihkg#pig#lihkg#pig今次歸納下區選投票同唔投嘅原因，至於投定唔投，就要交俾手機前嘅你自己決定;-)[red][size=5][b]支持投票[/b][/size=5][/red][gold][size=4][u][b]1）減少建制經濟來源[/b][/u][/size=4][/gold]眾所周知，建制派因為薪金同政治獻金（中共），所以先可以有咁多人力物力，如果可以切斷佢其中一條米路（區選），就可以減少佢地嘅力量，例如係派刀手斬人、派啲廢老出嚟撕紙。xx(xx([gold][size=4][u][b]2）話俾世界聽民意冇逆轉又係我[/b][/u][/size=4][/gold]全世界都十分注重今次嘅選舉O:-)，因為建制贏咗就代表民意係佢地個邊，咁政府就可以大條道理話反對政府嘅人只係少數，唔需要理會，咁我地嘅說服力就有可能大減。所以唯有我地贏，先可以話俾全世界聽，香港人依然係好不滿政府，唔會相信保皇黨。[gold][size=4][u][b]3）擴大小圈子入面黃嘅比例[/b][/u][/size=4][/gold]好多人都好可能唔知，1200人嘅選舉小圈子入面，有117席係靠區議會互選出嚟，所以如果全個區議會都係泛民／本土，咁117席就一定係黃，會撐我地想揀嘅特首。[gold][size=4][u][b]4）拒絕大白象工程[/b][/u][/size=4][/gold]雖然話區議會冇實權，但偏偏佢有會過啲奇怪嘅議案，例如係5000萬音樂噴泉（民建聯潘進源）、630萬避雨亭（民建聯黃碧嬌）、全港最貴公園1.3億西樓角公園（民建聯黃偉傑）。仲有好多，無法詳列，但唔好唔記得呢啲垃圾、on9工程全部都係建制提出嚟xx([banghead]，而泛民係有嘗試阻止佢地通過，但因為唔夠人，最終大部分都係過晒。就算區議會係政治上冇用都好，係民生上都都係有用。[gold][size=4][u][b]5）頂唔順條氣[/b][/u][/size=4][/gold]呢個應該最易理解，如果俾你嘅敵人贏咗一仗，你都唔忿氣啦#:-[#pig#:-[#pig#kill#pig[red][size=5][b]支持白票[/b][/size=5][/red][gold][size=4][u][b]1）制度內抗爭係冇用[/b][/u][/size=4][/gold]而家嘅制度係政府定出嚟，而經過種種事件（DQ、冇權），我地已經認同咗制度係冇用，如果我地再參與係制度入面、再繼續投票，就係默認成個制度係正確，冇需要改變。#pointing#pig#heard#pig[gold][size=4][u][b]2）區議會冇實權[/b][/u][/size=4][/gold]區議會只係諮詢機構，佢係唔會有任何權力#O:-)#fs，就算贏咗都係冇用，同選立法會係唔同。而個啲大白象依舊可以係有功能組別嘅立法會度過。[gold][size=4][u][b]3）建制資源無限[/b][/u][/size=4][/gold]雖然區議會係建制其中一條米路，但建制真正嘅資金來源係中共，中共嘅資源係無限，所以你斷佢區選，中國或者政府一樣有源源不絕嘅錢俾佢地，就算你投邊個黨派結果都係唔會改變。#onhold#dog[gold][size=4][u][b]4）民意冇用[/b][/u][/size=4][/gold]對而家極權嘅港共政府嚟講，民意只係垃圾。如果佢肯聽民意，二百萬個日佢就已經撤回咗送中法。所以結果係點都好，政府一樣係舞照跳、馬照跑。#sowhat#pig老實講，我係認同應該要投票嘅。雖然我係十分認同區議會本身真係冇撚用，但[size=4][orange][u][b]若果要做到一齊杯葛選舉嘅效果，係有前提，就係一定要全部人都棄權[/size=4][/b][/u][/orange]，但現況係我地有一班人想投票，已經做唔到全部人一齊唔投嘅效果。就算唔講我地本身啦，對面藍絲一樣係會投票，又點做到杯葛呢？#argue#pig#argue#pig不過如果你都係認為要投白票嘅話，我都會尊重你嘅選擇，因為我覺得只要目標都係想光復香港，咁無論你用咩手段，你都係手足（當然鬼同五毛除外）正如我上個po所講，贏嘅關鍵係不分化、不割蓆、不篤灰。[orange][size=5][u][b]但希望唔投票嘅話，你可以令到身邊嘅藍絲都杯葛個選舉，收埋將身份證又好，剪爛佢都好，咁先係真正實踐緊攬炒嘅理念。至於投票嘅你，記得一票不投保皇黨，優先揀本土，只後先係泛民。如果你個區有超過兩位泛民候選人，請你睇下連登同tg上面嘅巴打會揀邊個，同點解會咁揀。[/b][/u][/size=5][/orange][gold][size=5][b]最後，兄弟爬山，各自努力。[/b][/size=5][/gold]
1748089,66202,396,2019-11-23 23:10:25,"年齡: 自己加5歲行業: 受影響較大嘅行業, 例如零售飲食等等, 又或者公務員/ 紀律部隊#hoho#lme學歷: 大專或以下, 唔好揀大學外觀: 盡量扮廢中, 如果個樣太young就唔好夾硬扮, 不如扮焦土派投白票/ 藍扮黃嘅鬼#cooking#pig"
1748294,134071,1,2019-11-23 23:10:22,"共和黨Solomon Yue: 香港人如「投白票」, 將鑄成大錯. 香港人要[b]團結[/b]抗共; [b]我自己身為共和黨人, 也跟民主黨成員合作推動《香港人權與民主法案》.[/b]http://twitter.com/SolomonYue/status/1198236048742125568[img]http://na.cx/i/hkqzEMd.jpg[/img]"
1748292,266212,1,2019-11-23 23:09:54,區議會每年坐擁大量資源，社區建設，議員薪金，助理薪金。如果有票唔投，或者投白票，同送錢送資源比建制/共產黨屌我地有咩分別？大家可以投票黎建立黃色經濟圈嗎？
1748155,1761,339,2019-11-23 23:08:48,你下次叫埋白票既唔好屌鳩笑鳩含撚投販民[sosad]
1748155,127767,337,2019-11-23 23:08:34,唔係要泛民贏 而係要保皇輸到冚家產！白票/廢票踢唔走奶共狗嘅 投嚟有乜用？香港人！Assemble！
1748023,18948,148,2019-11-23 23:08:12,單議席單票制配乜撚野票，究竟知唔知發生緊咩事邊個投白票一律當敵人處理
1748155,29994,333,2019-11-23 23:07:50,邊隻眼見到我叫你投白票
1747415,27451,39,2019-11-23 23:07:47,過去幾次選舉班五毛白票撚真係做到野，真係好多傻鳩比呢班垃圾分化到
1747936,221265,144,2019-11-23 23:07:28,唔好再屌人投白票/廢票/唔投票https://lih.kg/1748155- 分享自 LIHKG 討論區去不推文俾負皮內有大量分化柒
1747957,89160,49,2019-11-23 23:07:09,區議再失利都唔會令建制真正輸，資源只會更多。選舉你唔係要對輸，因為你處身一個不公制度低下，人地結果上係點都贏。你係要贏國際輿論，所以先叫你唔好走去屌白票，而係拉郁唔投票既人。
1747580,192409,385,2019-11-23 23:06:33,屌 我係當區選民的話 白票算xx(
1746182,191235,1259,2019-11-23 23:05:57,睇白兵live..我都唔識反應 居然話投白票 咁你不如唔好投 。。
1747936,72875,142,2019-11-23 23:05:47,有個小建議將香討個y-axis scale大20倍咁就好明顯見到係連登先有人鼓吹白票
1748155,1761,326,2019-11-23 23:05:40,我一直都話我會含撚投販民我係唔明大家一直係到屌人投販民/白票做乜鳩我唔覺得可以屌到對面有改變[sosad]覺得可以屌到對面有改變先係細現階段呢個地步唔出結果大家根本心態上都唔會有改變
1743191,127767,145,2019-11-23 23:04:43,大家要強硬表態！唔好投白票！踢走班奶共狗#kill#
1747017,191235,14,2019-11-23 23:04:30,"白兵話白票wor,,咁都唔屌 ？"
1747328,127767,33,2019-11-23 23:03:40,求大家唔好投白票！每一票都係踢走奶共狗嘅子彈#kill#
1748274,916,1,2019-11-23 23:03:13,1. 焦土派否定投泛民，因為以變相公投作政治表態係冇必要[b][gold]，同一時間呼籲投白票作政治表態。[/gold][/b]2. 焦土派呼籲投白票係因不屑現存已經腐敗嘅政治體制，[b][gold]所以用現存嘅投票體制宣傳自己。[/gold][/b]3. 焦土派不屑現存嘅體制，[b][gold]但不敢否定基於現有體制的[/gold][red]五大訴求。[/red][/b]4. 焦土派沾了五大訴求嘅民意光環，係關鍵時刻跳出黎割蓆，[b][gold]呢啲先至係人血饅頭。[/gold][/b]5. 焦土派沒有打倒建制高牆嘅覺悟，所以搵其他雞蛋做高牆，[b][gold]以打倒「高牆」嘅旗號使自己感覺良好，無視真正嘅高牆。[/gold][/b][size=5]你地咁鐘意投白票，我建議所有焦土派候選人呼籲佢地嘅支持者都要投白票，所有焦土派0票完場先係最好嘅政治表態。[/size=5][size=1]附上1999嘅原post: https://lih.kg/1748118[/size=1]
1748155,254383,319,2019-11-23 23:03:12,算啦，呢班固執撚唔撚識變通以為好有型好有性格，真係當白票表到態，我代表林奠同共產黨多謝你
1748262,36920,24,2019-11-23 23:01:57,[size=6][violet]最想我哋唔投/投白票嘅人係建制呀因為佢地好驚會輸呀[/violet][/size=6]
1748155,121504,317,2019-11-23 23:00:35,你睇下果幾個泛民議員係poly u 點聽差佬話差佬話唔比入，就走投比佢地，建制係輸但結果係一樣依家連登已灌輸左：今次投票要你建制輸呢個觀念而白票撚：我唔玩你隻game重點唔同 其實好難傾
1748155,254383,311,2019-11-23 22:59:27,我有兩個fd真係信撚咗白票，like撚埋個fb page我覺得真心on9過藍屍:o)
1748267,329698,1,2019-11-23 22:58:33,7.30去投票阿#drum#pig#drum#pig#drum#pig唔好同我講唔想泛民班仆街贏我知泛民仆街咁你係咪想建制班冚家產贏？#pointing#pig我求下你地唔好投白票啦#adore#
1748155,72875,305,2019-11-23 22:58:16,今次區選d鬼佬會當係五大訴求公投佢地邊撚度識你d犯民熱狗私怨白票呢d仔細野一句講曬，幾多％人撐示威者？唔好成撚個細路咁大局為重
1748155,278391,302,2019-11-23 22:57:52,早d瞓啦，有雙普選你咪又搵個籍口投白票，以示世事都被你看透了
1747957,89160,46,2019-11-23 22:57:40,你搞清楚先，d人真係不滿泛民先會白票既。但對泛民不滿就代表認同政府？咁就晨早投左建制派啦。白票多可以解讀到乜？「選民既不滿政府，亦對傳統泛民感到不滿」囉重申，我唔會叫人投白票，但屌人白票係無意義既，一來你高估白票人數，二來你高估白票負面影響。
1748155,323540,300,2019-11-23 22:57:02,投白票achieve到d咩？ 得一部分人投只反映投票率冇咁高xx(
1748155,38568,298,2019-11-23 22:56:46,[gold][size=6]咪撚戇鳩啦，以上所有行為（白票廢票唔投票)等於投建制咋！[/size=6][/gold]
1748155,13594,295,2019-11-23 22:56:07,你唔早啲出黎遊說？ 而家先黎講白票會唔會遲撚咗啲？ 咁係咪應該揀建制輸先？ 立會出年先投 加油
1747936,291710,134,2019-11-23 22:56:01,投白票即係送票俾共匪！
1748155,27017,290,2019-11-23 22:55:17,我只係想問 投白票 除左你入票箱嗰下自high高潮令保皇黨又少左張對手票 贏面又大左之外對抗爭有咩幫助？
1743191,28432,133,2019-11-23 22:54:11,又有人夜晚開始吹風投白票啦 #sick#pig
