thread_id,user_id,msg_id,time,date,msg,opinion
1748297,251265,10,2019-11-23 23:12:42,2019-11-23,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig,2
1748297,251265,9,2019-11-23 23:12:29,2019-11-23,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig,2
1748295,338636,1,2019-11-23 23:10:36,2019-11-23,又係我#lihkg#pig#lihkg#pig今次歸納下區選投票同唔投嘅原因，至於投定唔投，就要交俾手機前嘅你自己決定;-)[red][size=5][b]支持投票[/b][/size=5][/red][gold][size=4][u][b]1）減少建制經濟來源[/b][/u][/size=4][/gold]眾所周知，建制派因為薪金同政治獻金（中共），所以先可以有咁多人力物力，如果可以切斷佢其中一條米路（區選），就可以減少佢地嘅力量，例如係派刀手斬人、派啲廢老出嚟撕紙。xx(xx([gold][size=4][u][b]2）話俾世界聽民意冇逆轉又係我[/b][/u][/size=4][/gold]全世界都十分注重今次嘅選舉O:-)，因為建制贏咗就代表民意係佢地個邊，咁政府就可以大條道理話反對政府嘅人只係少數，唔需要理會，咁我地嘅說服力就有可能大減。所以唯有我地贏，先可以話俾全世界聽，香港人依然係好不滿政府，唔會相信保皇黨。[gold][size=4][u][b]3）擴大小圈子入面黃嘅比例[/b][/u][/size=4][/gold]好多人都好可能唔知，1200人嘅選舉小圈子入面，有117席係靠區議會互選出嚟，所以如果全個區議會都係泛民／本土，咁117席就一定係黃，會撐我地想揀嘅特首。[gold][size=4][u][b]4）拒絕大白象工程[/b][/u][/size=4][/gold]雖然話區議會冇實權，但偏偏佢有會過啲奇怪嘅議案，例如係5000萬音樂噴泉（民建聯潘進源）、630萬避雨亭（民建聯黃碧嬌）、全港最貴公園1.3億西樓角公園（民建聯黃偉傑）。仲有好多，無法詳列，但唔好唔記得呢啲垃圾、on9工程全部都係建制提出嚟xx([banghead]，而泛民係有嘗試阻止佢地通過，但因為唔夠人，最終大部分都係過晒。就算區議會係政治上冇用都好，係民生上都都係有用。[gold][size=4][u][b]5）頂唔順條氣[/b][/u][/size=4][/gold]呢個應該最易理解，如果俾你嘅敵人贏咗一仗，你都唔忿氣啦#:-[#pig#:-[#pig#kill#pig[red][size=5][b]支持白票[/b][/size=5][/red][gold][size=4][u][b]1）制度內抗爭係冇用[/b][/u][/size=4][/gold]而家嘅制度係政府定出嚟，而經過種種事件（DQ、冇權），我地已經認同咗制度係冇用，如果我地再參與係制度入面、再繼續投票，就係默認成個制度係正確，冇需要改變。#pointing#pig#heard#pig[gold][size=4][u][b]2）區議會冇實權[/b][/u][/size=4][/gold]區議會只係諮詢機構，佢係唔會有任何權力#O:-)#fs，就算贏咗都係冇用，同選立法會係唔同。而個啲大白象依舊可以係有功能組別嘅立法會度過。[gold][size=4][u][b]3）建制資源無限[/b][/u][/size=4][/gold]雖然區議會係建制其中一條米路，但建制真正嘅資金來源係中共，中共嘅資源係無限，所以你斷佢區選，中國或者政府一樣有源源不絕嘅錢俾佢地，就算你投邊個黨派結果都係唔會改變。#onhold#dog[gold][size=4][u][b]4）民意冇用[/b][/u][/size=4][/gold]對而家極權嘅港共政府嚟講，民意只係垃圾。如果佢肯聽民意，二百萬個日佢就已經撤回咗送中法。所以結果係點都好，政府一樣係舞照跳、馬照跑。#sowhat#pig老實講，我係認同應該要投票嘅。雖然我係十分認同區議會本身真係冇撚用，但[size=4][orange][u][b]若果要做到一齊杯葛選舉嘅效果，係有前提，就係一定要全部人都棄權[/size=4][/b][/u][/orange]，但現況係我地有一班人想投票，已經做唔到全部人一齊唔投嘅效果。就算唔講我地本身啦，對面藍絲一樣係會投票，又點做到杯葛呢？#argue#pig#argue#pig不過如果你都係認為要投白票嘅話，我都會尊重你嘅選擇，因為我覺得只要目標都係想光復香港，咁無論你用咩手段，你都係手足（當然鬼同五毛除外）正如我上個po所講，贏嘅關鍵係不分化、不割蓆、不篤灰。[orange][size=5][u][b]但希望唔投票嘅話，你可以令到身邊嘅藍絲都杯葛個選舉，收埋將身份證又好，剪爛佢都好，咁先係真正實踐緊攬炒嘅理念。至於投票嘅你，記得一票不投保皇黨，優先揀本土，只後先係泛民。如果你個區有超過兩位泛民候選人，請你睇下連登同tg上面嘅巴打會揀邊個，同點解會咁揀。[/b][/u][/size=5][/orange][gold][size=5][b]最後，兄弟爬山，各自努力。[/b][/size=5][/gold],1
1748089,66202,396,2019-11-23 23:10:25,2019-11-23,"年齡: 自己加5歲行業: 受影響較大嘅行業, 例如零售飲食等等, 又或者公務員/ 紀律部隊#hoho#lme學歷: 大專或以下, 唔好揀大學外觀: 盡量扮廢中, 如果個樣太young就唔好夾硬扮, 不如扮焦土派投白票/ 藍扮黃嘅鬼#cooking#pig",0
1743191,127767,145,2019-11-23 23:04:43,2019-11-23,大家要強硬表態！唔好投白票！踢走班奶共狗#kill#,2
1748155,254383,319,2019-11-23 23:03:12,2019-11-23,算啦，呢班固執撚唔撚識變通以為好有型好有性格，真係當白票表到態，我代表林奠同共產黨多謝你,2
1747936,323540,129,2019-11-23 22:52:20,2019-11-23,白票L同藍c 冇乜分別,0
1748155,1761,274,2019-11-23 22:52:16,2019-11-23,咁屌到人地幾時停，白票既唔轉去投就一直屌？,0
1748155,1761,227,2019-11-23 22:41:40,2019-11-23,點解投白票既人就一定=屌販民[sosad],0
1748155,60977,226,2019-11-23 22:41:39,2019-11-23,投白票無咩好畏懼唔驚俾成班魯平話千古罪人,1
1748155,121504,215,2019-11-23 22:38:03,2019-11-23,我都係投白票 但一定會比人屌分化撚，所以冇同fd講過佢地根本唔明個制度已經爛左感覺係雀仔一個大籠入面飛翔，仲好享受個投票[sosad]投白票唔同冇投票白票個比率高既話可以做文宣話比全世界人知香港人唔信現有制度不過投泛民又好白票又好投票係個人既事 冇得屌,1
1748155,95221,202,2019-11-23 22:35:22,2019-11-23,投白票廢票即係幫建制,0
1748155,143355,200,2019-11-23 22:34:49,2019-11-23,別戇鳩，冇人會care你有幾多白票拉,0
1748118,112211,16,2019-11-23 22:24:33,2019-11-23,投白票=放棄拉建制落馬=建制贏=原地踏步焦土完，建制照贏，民賤聯，支聯會多謝你拉,0
1748155,27017,138,2019-11-23 22:23:49,2019-11-23,你唔投票 投白票對手既勝利都係有認受性,2
1748155,195211,86,2019-11-23 22:16:06,2019-11-23,"唔得,一定要肅清內奸.泛民賣港非舊事但為了死左同被拉既人白票=比資源建制萬萬不可",2
1748155,23649,37,2019-11-23 22:08:13,2019-11-23,Yes 呢5個月建制派班咀臉肉酸到為左私怨投白票搞到繼續俾建制派揸旗點對得住犧牲左既手足,2
1747415,103230,32,2019-11-23 21:52:31,2019-11-23,佢地d口吻係out晒date[sosad]2019仲講咩焦土、射落海貶民毒果熱狗自己都有份選但叫人投白票[sosad]好心啦而家唔係幾年前喇⋯,2
1748136,71335,1,2019-11-23 21:51:08,2019-11-23,1. 一早好去投 7：30準過返工返學就最好 唔好比佢下午搞事2. 聽日要忍 唔好同人嘈 唔好帶口罩 唔好黑衫 比人影大頭都唔好理 廢事比狗咬無左票3. 咪投白票 泛民係仆街 但你投白票等於幫建制 之前玩焦土搞到而家香港禁 你仲想香港衰落去？4. 睇下投票流程聽日全世界都睇住香港 一定要隊爆佢#aura#lm2,2
1748089,36238,35,2019-11-23 21:47:03,2019-11-23,有票站問卷我會答白票[sosad],0
1747120,130996,574,2019-11-23 21:44:50,2019-11-23,班撚屌都on9投白票都唔投泛民總之唔俾同路人羸#:-[#pig#:-[#pig#:-[#pig我屌你地啦，熱狗,2
1747461,10199,9,2019-11-23 21:31:27,2019-11-23,跟高登投白票#yup#,1
1747493,53803,99,2019-11-23 21:31:13,2019-11-23,聽日=前年決賽建制=皇馬泛民= 利記白票撚=卡膠:):):):),0
1747957,89160,26,2019-11-23 21:29:26,2019-11-23,唔應該話外國谷出「民意公投」既講法，「選舉=民意公投」係外國一個好自然既諗法，只係香港選舉（尤其區議會）未必係咁運作。問題係你幫埋一份谷「民意公投」既講法，只會令到國際誤讀結果。[b][size=4][orange]國際戰線淨係「奉迎國際睇法」，而唔駛做「期望管理」？[/orange][/size=4][/b]同埋，大佬，我係叫你親身搵人去投票，唔好掛住攻擊白票撚，唔好將件事 spin 向「民意公投」，畀自己回旋既餘地，咁叫做獨善其身？,0
1748084,268020,1,2019-11-23 21:28:27,2019-11-23,不斷有班人走出黎話選擇制度冇用，但又鼓勵人投建制、投白票都唔好投泛比。情況等於係呢班人相信果欄d生果食曬tg好毒，唔相信果欄！咁你應該咪撚食！罷食！其他人討論橙皮最厚，最安全；蘋果皮簿冇橙咁好，但冇橙賣唯有頂住先；士多啤梨最衰，完全冇皮。而既然呢班人堅信全部有毒，你何苦參與揀生果？仲叫大家一齊逆向思維攬炒食士多啤梨？呢d唔係逆向思維！係集體自殺呀！,2
1746772,11254,166,2019-11-23 20:59:06,2019-11-23,祖狗輸 聽日白票#yup#,0
1747957,75782,18,2019-11-23 20:58:49,2019-11-23,唔相信建制會有人投白票,0
1747984,223006,1,2019-11-23 20:48:54,2019-11-23,"建制派4宗罪:1. 香港動亂持續5個月, 建制派只識配合政府鳩嗌止暴制亂, 但再對家發動三罷時, 一次都冇企喺前線為各位熱愛返工嘅選民開路, 朝朝凈係識坐冷氣房2. 藍絲同路人想私了黃屍曱甴時, 包括在721時, 建制派議員一次都冇企出黎幫拖同幫口, 暗示建制派和理非一心想同前線建制勇武割席3. 無法發揮關鍵一席作用, 派定心丸為前線警員化解壓力, 致令警員時至今日仍未克服有機會被獨立調查委員會調查和清算的心魔4. 無法充分和有效與中央政府溝通, 並促成中央加快推動刺激香港經濟的措施, 令不少旅遊、飲食業從業員, 持續手停口停所以聽日區選, 藍絲們請投白票都唔好益建制, 佢地唔係大家嘅同路人!!",1
1747265,45285,227,2019-11-23 20:27:19,2019-11-23,有個post問大家應該投熱狗定建制，嗰度即刻無哂白票廢票撚#haha#dog唔好再話白票廢票撚係五毛，根本佢地係熱城人黎#ng#,0
1747910,332362,1,2019-11-23 20:09:40,2019-11-23,"白票 = ""建制任剔票""建制大勝 香港朴街",2
1747906,65186,1,2019-11-23 20:08:23,2019-11-23,成日話：[size=5][red]敵人擁護的我必反對，敵人反對的我必擁護。[/red][/size=4]仲話：[[size=5]red]聯合次要敵人，打擊主要敵人。[/red][/size=5]投票之前就話泛民都係自己人，一到投票就話投白票投建制都唔投泛民，真係當度度都有本土嘅出戰？送埋功能組別比建制！？我屌撚曬你地班白票撚老母，話咩核彈都唔割，一到選舉就割！？衣家唔係區選咁簡單，仲係民意投票黎，一陣建制攞到4成選票都已經可以比佢地大做文章，證明唔係咁多人對政府不滿，你地甘心？,2
1747265,104263,213,2019-11-23 20:06:35,2019-11-23,投票順序：本土→販民→白票https://lih.kg/1747835- 分享自 LIHKG 討論區,1
1747415,27451,16,2019-11-23 20:06:23,2019-11-23,隱性五毛同白票撚根本就係藍屍奶共狗，有乜出奇？,0
1744787,104263,391,2019-11-23 19:53:45,2019-11-23,投票順序：本土→販民→白票https://lih.kg/1747835- 分享自 LIHKG 討論區,1
1747184,23301,530,2019-11-23 19:52:11,2019-11-23,投泛民 泛民當選 下次23條硬上 泛民都係出席投白票 上二讀 逼民眾出黎又勇武抗爭我屌 咪一尻樣,0
1747120,76690,512,2019-11-23 19:38:35,2019-11-23,簽撚緊啦 你投白票唔撚過參議院呀傻9 時光倒流呀白痴系fox你老母咩 你有無獨立思考架fox=全世界你奶trump屎眼啦去,0
1747184,44085,519,2019-11-23 19:38:07,2019-11-23,今時今日仲叫人投白票 唔係on9就係白痴！你地班仆街不得好死，對唔住咁多位俾班狗虐待同殘殺既手足。實濟少少 踢走建制！當年我地夠票班保皇黨仲可以咁串 強推送中二讀？,2
1747827,65027,1,2019-11-23 19:35:21,2019-11-23,投乜撚野白票呀屌你老母唔撚信個選舉制度咁又點 香港依家有乜撚野制度好信?唔信法庭 係咪唔好幫拉左既手足？講埋d on9野 驗腦啦 屌你老母,2
1747263,7292,573,2019-11-23 19:30:24,2019-11-23,D五毛block到我手都軟依家呢個時候應該要做咩你既選擇應該係點，都唔知既人真係好on9當你勇武覺得自己做唔到，話自己係和理非當你話做和理非都驚比人拉，話自己唔想上街當你有得投票時投白票，話自己唔想含淚投泛民我屌晒你地老母[size=6][b][red]投票，你既一票就可以改變到政治既生態[/red][/b][/size=6]我要建制班仆街輸！[red][b][size=6]我同緊你地班建制講緊野呀！收皮啦屌你老母賣港賊[/size=6][/b][/red],2
1747263,7292,570,2019-11-23 19:29:19,2019-11-23,D五毛block到我手都軟依家呢個時候應該要做咩你既選擇應該係點，都唔知既人真係好on9當你勇武覺得自己做唔到，話自己係和理非當你話做和理非都驚比人拉，話自己唔想上街當你有得投票時投白票，話自己唔想含淚投泛民我屌晒你地老母[size=6][b][red]投票，你既一票就可以改變到政治既生態[/red][/b][/size=6]我要建制班仆街輸！[red][b][size=6]我同緊你地班建制講緊野呀！收皮啦屌你老母賣港賊[/size=6][/b][/red],2
1747263,7292,561,2019-11-23 19:25:15,2019-11-23,D五毛block到我手都軟依家呢個時候應該要做咩你既選擇應該係點，都唔知既人真係好on9當你勇武覺得自己做唔到，話自己係和理非當你話做和理非都驚比人拉，話自己唔想上街當你有得投票時投白票，話自己唔想含淚投泛民我屌晒你地老母[size=6][b][red]投票，你既一票就可以改變到政治既生態[/red][/b][/size=6]我要建制班仆街輸！[red][b][size=6]我同緊你地班建制講緊野呀！收皮啦屌你老母賣港賊[/size=6][/b][/red],2
1747263,7292,550,2019-11-23 19:19:46,2019-11-23,D五毛block到我手都軟依家呢個時候應該要做咩你既選擇應該係點，都唔知既人真係好on9當你勇武覺得自己做唔到，話自己係和理非當你話做和理非都驚比人拉，話自己唔想上街當你有得投票時投白票，話自己唔想含淚投泛民我屌晒你地老母[size=6][b][red]投票，你既一票就可以改變到政治既生態[/red][/b][/size=6]我要建制班仆街輸！[red][b][size=6]我同緊你地班建制講緊野呀！收皮啦屌你老母賣港賊[/size=6][/b][/red],2
1747263,7292,540,2019-11-23 19:15:41,2019-11-23,D五毛block到我手都軟依家呢個時候應該要做咩你既選擇應該係點，都唔知既人真係好on9當你勇武覺得自己做唔到，話自己係和理非當你話做和理非都驚比人拉，話自己唔想上街當你有得投票時投白票，話自己唔想含淚投泛民我屌晒你地老母[size=6][b][red]投票，你既一票就可以改變到政治既生態[/red][/b][/size=6]我要建制班仆街輸！[red][b][size=6]我同緊你地班建制講緊野呀！收皮啦屌你老母賣港賊[/size=6][/b][/red],2
1747263,7292,539,2019-11-23 19:15:30,2019-11-23,D五毛block到我手都軟依家呢個時候應該要做咩你既選擇應該係點，都唔知既人真係好on9當你勇武覺得自己做唔到，話自己係和理非當你話做和理非都驚比人拉，話自己唔想上街當你有得投票時投白票，話自己唔想含淚投泛民我屌晒你地老母[size=6][b][red]投票，你既一票就可以改變到政治既生態[/red][/b][/size=6]我要建制班仆街輸！[red][b][size=6]我同緊你地班建制講緊野呀！收皮啦屌你老母賣港賊[/size=6][/b][/red],2
1747747,221265,7,2019-11-23 19:14:30,2019-11-23,大話講100次會洗到腦 公投前夕要團結 小心不投撚白票撚投建制撚https://lih.kg/1747689- 分享自 LIHKG 討論區,2
1747263,7292,512,2019-11-23 19:01:37,2019-11-23,D五毛block到我手都軟依家呢個時候應該要做咩你既選擇應該係點，都唔知既人真係好on9當你勇武覺得自己做唔到，話自己係和理非當你話做和理非都驚比人拉，話自己唔想上街當你有得投票時投白票，話自己唔想含淚投泛民我屌晒你地老母[size=6][b][red]投票，你既一票就可以改變到政治既生態[/red][/b][/size=6]我要建制班仆街輸！[red][b][size=6]我同緊你地班建制講緊野呀！收皮啦屌你老母賣港賊[/size=6][/b][/red],2
1747530,3457,167,2019-11-23 19:00:43,2019-11-23,因為叫投白票既都係三毛同對家對家用盡各種邪術去影響選情,2
1747678,255333,26,2019-11-23 18:50:21,2019-11-23,幾千手足比人拉咗都仲叫人投白票嗰啲，唔係5毛就係智障!,2
1747263,7292,493,2019-11-23 18:49:29,2019-11-23,D五毛block到我手都軟依家呢個時候應該要做咩你既選擇應該係點，都唔知既人真係好on9當你勇武覺得自己做唔到，話自己係和理非當你話做和理非都驚比人拉，話自己唔想上街當你有得投票時投白票，話自己唔想含淚投泛民我屌晒你地老母[size=6][b][red]投票，你既一票就可以改變到政治既生態[/red][/b][/size=6]我要建制班仆街輸！[red][b][size=6]我同緊你地班建制講緊野呀！收皮啦屌你老母賣港賊[/size=6][/b][/red],2
1747530,221265,148,2019-11-23 18:41:54,2019-11-23,大話講100次會洗到腦 公投前夕要團結 小心不投撚白票撚投建制撚https://lih.kg/1747689- 分享自 LIHKG 討論區,2
1747488,181156,24,2019-11-23 18:39:09,2019-11-23,總之冇本土我就投白票，係咁多,1
1747680,19437,4,2019-11-23 18:31:44,2019-11-23,要建制收皮，白票唔夠嫁，投建制對家啦#sowhat#pig,2
1747120,104652,485,2019-11-23 18:31:20,2019-11-23,未有真正民主前，投白票同廢票完全打擊唔到建制投白/廢同送埋地區控制比班建制有咩分別？今次係要做個勢比外國睇,2
1747263,104652,460,2019-11-23 18:25:39,2019-11-23,未有真正民主前，投白票同廢票完全打擊唔到建制投白/廢同送埋地區控制比班建制有咩分別？今次係要做個勢比外國睇,2
1747184,273619,410,2019-11-23 18:19:24,2019-11-23,唔好投白票，唔好射落海堅持投建制對家！[img]https://na.cx/i/zZbOHA6.jpg[/img],2
1747265,38523,86,2019-11-23 18:13:41,2019-11-23,一早講左投白票係保皇狗打手策略來,0
1747639,134141,4,2019-11-23 18:13:12,2019-11-23,果區有本土投本土有泛民投泛民有熱狗投熱狗冇白票 冇廢票#drum#pig#drum#pig,2
1747263,7292,433,2019-11-23 18:10:48,2019-11-23,D五毛block到我手都軟依家呢個時候應該要做咩你既選擇應該係點，都唔知既人真係好on9當你勇武覺得自己做唔到，話自己係和理非當你話做和理非都驚比人拉，話自己唔想上街當你有得投票時投白票，話自己唔想含淚投泛民我屌晒你地老母[size=6][b][red]投票，你既一票就可以改變到政治既生態[/red][/b][/size=6]我要建制班仆街輸！[red][b][size=6]我同緊你地班建制講緊野呀！收皮啦屌你老母賣港賊[/size=6][/b][/red],2
1747263,7292,420,2019-11-23 18:02:00,2019-11-23,D五毛block到我手都軟依家呢個時候應該要做咩你既選擇應該係點，都唔知既人真係好on9當你勇武覺得自己做唔到，話自己係和理非當你話做和理非都驚比人拉，話自己唔想上街當你有得投票時投白票，話自己唔想含淚投泛民我屌晒你地老母[size=6][b][red]投票，你既一票就可以改變到政治既生態[/red][/b][/size=6]我要建制班仆街輸！[red][b][size=6]我同緊你地班建制講緊野呀！收皮啦屌你老母賣港賊[/size=6][/b][/red],2
1747263,7292,418,2019-11-23 17:59:50,2019-11-23,D五毛block到我手都軟依家呢個時候應該要做咩你既選擇應該係點，都唔知既人真係好on9當你勇武覺得自己做唔到，話自己係和理非當你話做和理非都驚比人拉，話自己唔想上街當你有得投票時投白票，話自己唔想含淚投泛民我屌晒你地老母[size=6][b][red]投票，你既一票就可以改變到政治既生態[/red][/b][/size=6]我要建制班仆街輸！[red][b][size=6]我同緊你地班建制講緊野呀！收皮啦屌你老母賣港賊[/size=6][/b][/red],2
1747580,275243,46,2019-11-23 17:57:31,2019-11-23,絕對底線：打死唔投保皇狗/白票,2
1747263,292274,391,2019-11-23 17:37:35,2019-11-23,P牌照推，去到今日仲講投白票嘅我唔知你哋之前話不割蓆係講畀邊個聽，六月一開始有事就叫議員嚟擋，原來當人condom#sowhat#pig,2
1747263,7292,390,2019-11-23 17:36:49,2019-11-23,D五毛block到我手都軟依家呢個時候應該要做咩你既選擇應該係點，都唔知既人真係好on9當你勇武覺得自己做唔到，話自己係和理非當你話做和理非都驚比人拉，話自己唔想上街當你有得投票時投白票，話自己唔想含淚投泛民我屌晒你地老母[size=6][b][red]投票，你既一票就可以改變到政治既生態[/red][/b][/size=6]我要建制班仆街輸！[red][b][size=6]我同緊你地班建制講緊野呀！收皮啦屌你老母賣港賊[/size=6][/b][/red],2
1747232,298114,308,2019-11-23 17:18:57,2019-11-23,以前夠話投白票，射落海，哩幾年又過成點,0
1747263,7292,359,2019-11-23 17:18:55,2019-11-23,D五毛block到我手都軟依家呢個時候應該要做咩你既選擇應該係點，都唔知既人真係好on9當你勇武覺得自己做唔到，話自己係和理非當你話做和理非都驚比人拉，話自己唔想上街當你有得投票時投白票，話自己唔想含淚投泛民我屌晒你地老母[size=6][b][red]投票，你既一票就可以改變到政治既生態[/red][/b][/size=6]我要建制班仆街輸！[red][b][size=6]我同緊你地班建制講緊野呀！收皮啦屌你老母賣港賊[/size=6][/b][/red],2
1747263,7292,336,2019-11-23 17:02:43,2019-11-23,D五毛block到我手都軟依家呢個時候應該要做咩你既選擇應該係點，都唔知既人真係好on9當你勇武覺得自己做唔到，話自己係和理非當你話做和理非都驚比人拉，話自己唔想上街當你有得投票時投白票，話自己唔想含淚投泛民我屌晒你地老母[size=6][b][red]投票，你既一票就可以改變到政治既生態[/red][/b][/size=6]我要建制班仆街輸！[red][b][size=6]我同緊你地班建制講緊野呀！收皮啦屌你老母賣港賊[/size=6][/b][/red],2
1747263,246646,334,2019-11-23 17:01:51,2019-11-23,"白票非手足, 即割, 完",2
1747515,9151,1,2019-11-23 17:00:57,2019-11-23,投白票既人9成9都係反建制但又唔中意泛民 我明白既 但係外國唔會明 佢地只會當泛民票先係反政府既有效票 白票wfc:o) 政府仲會屈白票係淺黃轉藍既信號 動搖大家信念你以為投白票可以表達你反中共同唔like泛民既立埸咩 事實上只會被人曲解 今時今日已經去香港人存亡之戰 任何反抗力量應該團結一致 你當係為左被人告緊既義士又好 你未來下一代又好 唔好投白票同建制 留俾香港人既選擇已經唔多 亦無幾多時間 獨派今日未成氣候 泛民已經唯一可行選擇 人血饅頭始終都要有人食 多個朋友總比多個敵人好,2
1747263,43806,316,2019-11-23 16:50:07,2019-11-23,上次個個都話投白票結果係點？,0
1747375,51349,65,2019-11-23 16:47:15,2019-11-23,有個問題係 你想幾煲大種票同掌心雷都好手法係好污糟同賤格但香港政府暫時都冇做到獨裁國家咁 改晒賽果當然佢係影響到部分 但都唔係直接改立法會選舉 都係照民主人士得票比較多區議會你點嘈佢種票 計後生同中年人 投票率係的確有人唔爭氣明你想講輸唔係end of the world但真係冇計局玩遊戲黎要嬲含淚既下次白票囉,0
1747490,195193,1,2019-11-23 16:45:03,2019-11-23,"[size=6][b][red]屌你老母呀,你哋係咪要豬過班仆街偽進仔呀[/red][/b][/size=6]上面出晒奶力種票, 你同我講玩投白票幫對家助攻? 唔係呀嘛泛民D PK野無人唔知, 但你要揾佢算帳既25號慢慢同佢地計因為聽日路得一條, [size=6][size=6][red][b]仆街保皇黨一定要仆街[/b][/red][/size=6][/size=6][img]https://na.cx/i/YYCx8Ky.jpg[/img]",2
1744249,47834,6,2019-11-23 16:27:23,2019-11-23,有素人投素人冇素人投泛票投白票=建制,0
1746680,129924,43,2019-11-23 16:19:02,2019-11-23,一係就咪撚投 #fuck##fuck##fuck#點都不白票 不癈票 不保皇,2
1747439,106851,10,2019-11-23 16:17:51,2019-11-23,屌你on9你咪就係覺得佢投白票係仆街囉你自己叫人走去做仆街，搞撚笑...,2
1747263,7292,225,2019-11-23 16:02:11,2019-11-23,D五毛block到我手都軟依家呢個時候應該要做咩你既選擇應該係點，都唔知既人真係好on9當你勇武覺得自己做唔到，話自己係和理非當你話做和理非都驚比人拉，話自己唔想上街當你有得投票時投白票，話自己唔想含淚投泛民我屌晒你地老母[size=6][b][red]投票，你既一票就可以改變到政治既生態[/red][/b][/size=6]我要建制班仆街輸！[red][b][size=6]我同緊你地班建制講緊野呀！收皮啦屌你老母賣港賊[/size=6][/b][/red],2
1747401,72875,2,2019-11-23 16:00:16,2019-11-23,連登仔我屌曬你地老母一開熱門一堆陳雲白票post拉鳩佢落去啦根本唔撚使討論,2
1747204,43560,246,2019-11-23 15:46:08,2019-11-23,垃圾會投白票都唔知點解 返屋企食奶啦:o)簡單d嚟講 區議員唔撚會流選㗎#haha#dog,0
1747269,47776,7,2019-11-23 15:40:01,2019-11-23,淨係諗下佢地輸咗係到屌鳩政府無能諗下都#[bomb]#lm2白票同焦土派唔係都淨係想見到班保皇互屌咩#wine#pig機會聽日終於都黎啦#play#pig#whip#pig,0
1747351,91771,5,2019-11-23 15:35:31,2019-11-23,政府想保皇黨win香港人想佢地收皮佢地吸血嘅起點就係區議會投白票/唔投票做唔做到從根本收佢地皮呢個效果？:),0
1747184,171688,194,2019-11-23 15:30:59,2019-11-23,推呀有本土投本土，無本土投泛民，唔好投白票最重要係要建制輸呀#kill#,2
1747309,60831,21,2019-11-23 15:24:43,2019-11-23,屌你老未你條問題都白撚痴想保皇黨輸又唔想民主派訓係度贏???咁你一係唔柒投，一係投白票，一係玩盡啲投畀民建聯啦你老母對家啲廢老一車車送去投票站呀，點撚樣瞓喺度贏呀???,1
1747314,128640,4,2019-11-23 15:22:08,2019-11-23,拒絕白票又話唔割?你投白票就等於割哂 所有受傷被捕義士#kill#,2
1747293,11919,11,2019-11-23 15:21:52,2019-11-23,多謝支持建制 黃尸們請投下你神聖的白票,1
1747120,55627,265,2019-11-23 15:17:13,2019-11-23,"只要獻世輸, 唔介意被食人血饅頭香港人唔好咁天真啦, 白票咪姐係益左獻世",0
1747314,128640,1,2019-11-23 15:16:05,2019-11-23,已經有多個美國議員出左聲無可否認係比人騎劫左 但你冇計 你唔承認區選都要玩落去區選等於公投 代表香港既民意一輸 香港政府大巴大巴車落佢地到佢地基本上唔會再幫到香港啲咩 因為止暴制亂係有民意代表今次區選同以往唔同 唔係你比唔比泛民當選係講緊對  [red][b]反送中運動既一個表態[/b][/red]你投白票 就等於你都唔支持今次運動,2
1747120,222925,261,2019-11-23 15:15:56,2019-11-23,[size=6][red]叫人投白票嗰班人躝返去圍爐啦[/red][/size=6],2
1746924,63331,238,2019-11-23 15:11:09,2019-11-23,出黎投比民主/本土派/獨立侯選人啊屌#drum#pig#drum#pig咪撚投白票射落海咁On9,2
1747304,77717,1,2019-11-23 15:11:07,2019-11-23,一句講晒，我哋只是要親共派輸，白票投對家只會令佢哋嬴，不了。同埋撞區快啲達成共識，不要俾親共派得逞。#kill##kill#,2
1747241,38317,128,2019-11-23 15:08:18,2019-11-23,射白票/棄票都係益建制 #drum#pig#drum#pig#drum#pig,0
1747120,280285,246,2019-11-23 15:08:01,2019-11-23,只要係非建制同非介票鬼我就投，唔投或者投白票即係放棄自已發聲既權利，我一定不會咁做。,2
1747265,38991,11,2019-11-23 15:04:35,2019-11-23,所有話投白票/建制block曬:),2
1747158,70489,233,2019-11-23 15:04:31,2019-11-23,出黎投民主派呀 唔要白票唔要建制,2
1746978,278560,375,2019-11-23 15:03:11,2019-11-23,咁都仲要投白票？對得住死去受傷既手足？對得住俾人拉想投都無得投既手足？⼀[img]https://na.cx/i/wzcqJJG.png[/img][img]https://na.cx/i/0D3NcB2.png[/img][img]https://na.cx/i/rRNY3JJ.png[/img][img]https://na.cx/i/SyJpZg4.png[/img][img]https://na.cx/i/qLGV5W5.png[/img],2
1747284,251265,6,2019-11-23 15:02:56,2019-11-23,企圖抹黑民主派，呼籲手足投白票一律視為共諜,2
1747120,288063,228,2019-11-23 15:02:28,2019-11-23,"強調, 聽日要保皇建制輸.不投白票不投白票不投白票不投白票不投白票不投白票不投白票不投白票不投白票不投白票#drum#pig#drum#pig#drum#pig#drum#pig#drum#pig#drum#pig#drum#pig",2
1747241,299530,90,2019-11-23 15:01:05,2019-11-23,[size=6][red]香港人，不投白票[/red][/size=6],2
1747241,270550,88,2019-11-23 15:00:46,2019-11-23,香港人，不投白票！,2
